Iteration 10000, batch loss: 0.010415, training accuracy: 0.24000
Iteration 4400000, batch loss: 0.001953, training accuracy: 0.92000
Iteration 4410000, batch loss: 0.001875, training accuracy: 0.90000
Iteration 4420000, batch loss: 0.003237, training accuracy: 0.76000
Iteration 4430000, batch loss: 0.001924, training accuracy: 0.88000
Iteration 4440000, batch loss: 0.002799, training accuracy: 0.82000
Iteration 4450000, batch loss: 0.003214, training accuracy: 0.80000
Iteration 4460000, batch loss: 0.003493, training accuracy: 0.78000
Iteration 4470000, batch loss: 0.003426, training accuracy: 0.80000
Iteration 4480000, batch loss: 0.002941, training accuracy: 0.80000
Iteration 4490000, batch loss: 0.003396, training accuracy: 0.72000
Iteration 4500000, batch loss: 0.002103, training accuracy: 0.90000
Iteration 4510000, batch loss: 0.002730, training accuracy: 0.78000
Iteration 4520000, batch loss: 0.004364, training accuracy: 0.64000
Iteration 4530000, batch loss: 0.003214, training accuracy: 0.80000
Iteration 4540000, batch loss: 0.003871, training accuracy: 0.74000
Iteration 4550000, batch loss: 0.002391, training accuracy: 0.90000
Iteration 4560000, batch loss: 0.002790, training accuracy: 0.78000
Iteration 4570000, batch loss: 0.002293, training accuracy: 0.84000
Iteration 4580000, batch loss: 0.002629, training accuracy: 0.82000
Iteration 4590000, batch loss: 0.002173, training accuracy: 0.86000
Iteration 4600000, batch loss: 0.002580, training accuracy: 0.84000
Iteration 4610000, batch loss: 0.003432, training accuracy: 0.78000
Iteration 4620000, batch loss: 0.002766, training accuracy: 0.84000
Iteration 4630000, batch loss: 0.002728, training accuracy: 0.82000
Iteration 4640000, batch loss: 0.003014, training accuracy: 0.78000
Iteration 4650000, batch loss: 0.002328, training accuracy: 0.84000
Iteration 4660000, batch loss: 0.001939, training accuracy: 0.92000
Iteration 4670000, batch loss: 0.002285, training accuracy: 0.84000
Iteration 4680000, batch loss: 0.002551, training accuracy: 0.84000
Iteration 4690000, batch loss: 0.003008, training accuracy: 0.82000
Iteration 4700000, batch loss: 0.003042, training accuracy: 0.82000
Iteration 4710000, batch loss: 0.001644, training accuracy: 0.90000
Iteration 4720000, batch loss: 0.002301, training accuracy: 0.88000
Iteration 4730000, batch loss: 0.001622, training accuracy: 0.94000
Iteration 4740000, batch loss: 0.002568, training accuracy: 0.82000
Iteration 4750000, batch loss: 0.002396, training accuracy: 0.84000
Iteration 4760000, batch loss: 0.001885, training accuracy: 0.88000
Iteration 4770000, batch loss: 0.001759, training accuracy: 0.90000
Iteration 4780000, batch loss: 0.001926, training accuracy: 0.90000
Iteration 4790000, batch loss: 0.002649, training accuracy: 0.86000
Iteration 4800000, batch loss: 0.002254, training accuracy: 0.82000
Iteration 4810000, batch loss: 0.002500, training accuracy: 0.86000
Iteration 4820000, batch loss: 0.002168, training accuracy: 0.88000
Iteration 4830000, batch loss: 0.001070, training accuracy: 0.94000
Iteration 4840000, batch loss: 0.003278, training accuracy: 0.82000
Iteration 4850000, batch loss: 0.002759, training accuracy: 0.82000
Iteration 4860000, batch loss: 0.001846, training accuracy: 0.90000
Iteration 4870000, batch loss: 0.002124, training accuracy: 0.88000
Iteration 4880000, batch loss: 0.002332, training accuracy: 0.82000
Iteration 4890000, batch loss: 0.002274, training accuracy: 0.84000
Iteration 4900000, batch loss: 0.002590, training accuracy: 0.82000
Iteration 4910000, batch loss: 0.001555, training accuracy: 0.92000
Iteration 4920000, batch loss: 0.001756, training accuracy: 0.92000
Iteration 4930000, batch loss: 0.000945, training accuracy: 1.00000
Iteration 4940000, batch loss: 0.002313, training accuracy: 0.86000
Iteration 4950000, batch loss: 0.002339, training accuracy: 0.86000
Iteration 4960000, batch loss: 0.001549, training accuracy: 0.94000
Iteration 4970000, batch loss: 0.002304, training accuracy: 0.84000
Iteration 4980000, batch loss: 0.001432, training accuracy: 0.96000
Iteration 4990000, batch loss: 0.003034, training accuracy: 0.76000
Iteration 5000000, batch loss: 0.002337, training accuracy: 0.84000
Iteration 5010000, batch loss: 0.002307, training accuracy: 0.82000
Iteration 5020000, batch loss: 0.002908, training accuracy: 0.80000
Iteration 5030000, batch loss: 0.002610, training accuracy: 0.82000
Iteration 5040000, batch loss: 0.002258, training accuracy: 0.86000
Iteration 5050000, batch loss: 0.002254, training accuracy: 0.88000
Iteration 5060000, batch loss: 0.002246, training accuracy: 0.88000
Iteration 5070000, batch loss: 0.001608, training accuracy: 0.94000
Iteration 5080000, batch loss: 0.002281, training accuracy: 0.82000
Iteration 5090000, batch loss: 0.002510, training accuracy: 0.84000
Iteration 5100000, batch loss: 0.001782, training accuracy: 0.88000
Iteration 5110000, batch loss: 0.002943, training accuracy: 0.82000
Iteration 5120000, batch loss: 0.001485, training accuracy: 0.90000
Iteration 5130000, batch loss: 0.003244, training accuracy: 0.82000
Iteration 5140000, batch loss: 0.002296, training accuracy: 0.86000
Iteration 5150000, batch loss: 0.002079, training accuracy: 0.84000
Iteration 5160000, batch loss: 0.001836, training accuracy: 0.90000
Iteration 5170000, batch loss: 0.002615, training accuracy: 0.84000
Iteration 5180000, batch loss: 0.002893, training accuracy: 0.84000
Iteration 5190000, batch loss: 0.002187, training accuracy: 0.88000
Iteration 5200000, batch loss: 0.002390, training accuracy: 0.84000
Iteration 5210000, batch loss: 0.002533, training accuracy: 0.82000
Iteration 5220000, batch loss: 0.002434, training accuracy: 0.82000
Iteration 5230000, batch loss: 0.002107, training accuracy: 0.94000
Iteration 5240000, batch loss: 0.002961, training accuracy: 0.84000
Iteration 5250000, batch loss: 0.002309, training accuracy: 0.84000
Iteration 5260000, batch loss: 0.002723, training accuracy: 0.80000
Iteration 5270000, batch loss: 0.002285, training accuracy: 0.88000
Iteration 5280000, batch loss: 0.002694, training accuracy: 0.84000
Iteration 5290000, batch loss: 0.002400, training accuracy: 0.84000
Iteration 5300000, batch loss: 0.002931, training accuracy: 0.80000
